route,route_name,stop_seq,stop,lat,lon,date,hour,is_peak,passengers,traffic,speed,delay,buses,wait_time,new_wait,load,new_load,overcrowded,new_overcrowded,seg_dist,cum_dist,travel_time,cum_travel_time,efficiency,total_buses_on_route,action,growth,rank,alert,alt_route
R3,Manish Nagar to Sitabuldi,12,Ajni Square,21.1182122,79.0721071,2025-04-09,8,1,58,High,13.9,17,2,10,5.0,0.97,0.48,0,0,1.115,11.945,4.81,52.41,0.82,4,Increase Frequency,0.45,17.0,Almost Full,Same Route
R3,Manish Nagar to Sitabuldi,13,Dhantoli,21.1339435,79.0805662,2025-04-09,8,1,53,Very High,12.2,26,2,10,5.0,0.88,0.44,0,0,1.957,13.902,9.62,62.03,0.47,4,Reroute,-0.086,22.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,14,Jhansi Rani Square,21.14284445,79.0813125,2025-04-09,8,1,62,High,13.6,16,4,10,2.5,1.03,0.26,1,0,0.993,14.895,4.38,66.41,0.85,4,Add Bus,0.17,13.0,Bus Full,Same Route
R3,Manish Nagar to Sitabuldi,15,Morris College T-Point,21.1517454,79.0820588,2025-04-09,8,1,42,Very High,10.3,22,2,10,5.0,0.7,0.35,0,0,0.993,15.888,5.78,72.19,0.47,4,Reroute,-0.323,33.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,16,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-09,8,1,65,High,14.0,17,3,10,3.3,1.08,0.36,1,0,1.146,17.034,4.91,77.1,0.82,4,Add Bus,0.548,10.0,Bus Full,Same Route
R3,Manish Nagar to Sitabuldi,1,Manish Nagar Bus Stop,21.0934921,79.0675143,2025-04-09,9,1,42,Very High,9.2,24,3,10,3.3,0.7,0.23,0,0,0.0,0.0,0.0,0.0,0.38,4,Reroute,-0.354,33.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,2,Ujwal Nagar,21.0985658,79.06784665,2025-04-09,9,1,47,Very High,13.8,16,3,10,3.3,0.78,0.26,0,0,0.565,0.565,2.46,2.46,0.86,4,Reroute,0.119,28.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,3,Jaiprakash Nagar,21.1036395,79.068179,2025-04-09,9,1,50,High,18.1,12,4,10,2.5,0.83,0.21,0,0,0.565,1.13,1.87,4.33,1.51,4,Normal,0.064,25.0,Almost Full,Same Route
R3,Manish Nagar to Sitabuldi,4,Chhatrapati Square,21.1107071,79.0699822,2025-04-09,9,1,50,High,19.1,15,4,10,2.5,0.83,0.21,0,0,0.808,1.938,2.54,6.87,1.27,4,Normal,0.0,25.0,Almost Full,Same Route
R3,Manish Nagar to Sitabuldi,5,Narendra Nagar,21.1066763,79.0783769,2025-04-09,9,1,46,Very High,14.1,18,2,10,5.0,0.77,0.38,0,0,0.979,2.917,4.17,11.04,0.78,4,Reroute,-0.08,29.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,6,Pratap Nagar Square,21.1137148,79.0567838,2025-04-09,9,1,45,High,16.0,13,3,10,3.3,0.75,0.25,0,0,2.373,5.29,8.9,19.94,1.23,4,Normal,-0.022,30.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,7,Pratap Nagar,21.1137148,79.0567838,2025-04-09,9,1,43,Very High,8.1,19,3,10,3.3,0.72,0.24,0,0,0.0,5.29,0.0,19.94,0.43,4,Reroute,-0.044,32.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,8,Mate Square,21.1143188,79.0488176,2025-04-09,9,1,46,High,18.3,14,4,10,2.5,0.77,0.19,0,0,0.829,6.119,2.72,22.66,1.31,4,Normal,0.07,29.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,9,Trimurti Nagar,21.1149228,79.0408514,2025-04-09,9,1,44,High,14.7,18,3,10,3.3,0.73,0.24,0,0,0.829,6.948,3.38,26.04,0.82,4,Increase Frequency,-0.043,31.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,10,Besa Road Junction,21.121296,79.05827009999999,2025-04-09,9,1,48,Very High,14.1,26,4,10,2.5,0.8,0.2,0,0,1.941,8.889,8.26,34.3,0.54,4,Reroute,0.091,27.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,11,Rahate Colony,21.1276692,79.0756888,2025-04-09,9,1,48,Very High,12.2,22,3,10,3.3,0.8,0.27,0,0,1.941,10.83,9.55,43.85,0.55,4,Reroute,0.0,27.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,12,Ajni Square,21.1182122,79.0721071,2025-04-09,9,1,56,High,16.9,13,2,10,5.0,0.93,0.47,0,0,1.115,11.945,3.96,47.81,1.3,4,Normal,0.167,19.0,Almost Full,Same Route
R3,Manish Nagar to Sitabuldi,13,Dhantoli,21.1339435,79.0805662,2025-04-09,9,1,50,Very High,8.7,22,3,10,3.3,0.83,0.28,0,0,1.957,13.902,13.5,61.31,0.4,4,Reroute,-0.107,25.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,14,Jhansi Rani Square,21.14284445,79.0813125,2025-04-09,9,1,70,Very High,13.3,24,4,10,2.5,1.17,0.29,1,0,0.993,14.895,4.48,65.79,0.55,4,Add Bus,0.4,6.0,Bus Full,Use R2
R3,Manish Nagar to Sitabuldi,15,Morris College T-Point,21.1517454,79.0820588,2025-04-09,9,1,43,High,17.5,12,4,10,2.5,0.72,0.18,0,0,0.993,15.888,3.4,69.19,1.46,4,Normal,-0.386,32.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,16,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-09,9,1,74,Very High,12.7,19,2,10,5.0,1.2,0.62,1,0,1.146,17.034,5.41,74.6,0.67,4,Add Bus,0.721,2.0,Bus Full,Use R2
R3,Manish Nagar to Sitabuldi,1,Manish Nagar Bus Stop,21.0934921,79.0675143,2025-04-09,12,0,34,Low,34.3,0,2,5,2.5,0.57,0.28,0,0,0.0,0.0,0.0,0.0,34.3,4,Normal,-0.541,41.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,2,Ujwal Nagar,21.0985658,79.06784665,2025-04-09,12,0,26,Low,31.4,0,1,5,5.0,0.43,0.43,0,0,0.565,0.565,1.08,1.08,31.4,4,Normal,-0.235,49.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,3,Jaiprakash Nagar,21.1036395,79.068179,2025-04-09,12,0,29,Moderate,25.3,7,1,5,5.0,0.48,0.48,0,0,0.565,1.13,1.34,2.42,3.61,4,Normal,0.115,46.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,4,Chhatrapati Square,21.1107071,79.0699822,2025-04-09,12,0,30,Low,31.6,1,1,5,5.0,0.5,0.5,0,0,0.808,1.938,1.53,3.95,31.6,4,Normal,0.034,45.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,5,Narendra Nagar,21.1066763,79.0783769,2025-04-09,12,0,33,Low,38.0,1,1,5,5.0,0.55,0.55,0,0,0.979,2.917,1.55,5.5,38.0,4,Normal,0.1,42.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,6,Pratap Nagar Square,21.1137148,79.0567838,2025-04-09,12,0,30,Moderate,22.7,5,2,5,2.5,0.5,0.25,0,0,2.373,5.29,6.27,11.77,4.54,4,Normal,-0.091,45.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,7,Pratap Nagar,21.1137148,79.0567838,2025-04-09,12,0,35,Low,31.1,1,1,5,5.0,0.58,0.58,0,0,0.0,5.29,0.0,11.77,31.1,4,Normal,0.167,40.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,8,Mate Square,21.1143188,79.0488176,2025-04-09,12,0,32,Moderate,27.6,5,2,5,2.5,0.53,0.27,0,0,0.829,6.119,1.8,13.57,5.52,4,Normal,-0.086,43.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,9,Trimurti Nagar,21.1149228,79.0408514,2025-04-09,12,0,29,Low,32.7,2,1,5,5.0,0.48,0.48,0,0,0.829,6.948,1.52,15.09,16.35,4,Normal,-0.094,46.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,10,Besa Road Junction,21.121296,79.05827009999999,2025-04-09,12,0,32,Moderate,25.4,5,1,5,5.0,0.53,0.53,0,0,1.941,8.889,4.59,19.68,5.08,4,Normal,0.103,43.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,11,Rahate Colony,21.1276692,79.0756888,2025-04-09,12,0,34,Low,39.7,0,1,5,5.0,0.57,0.57,0,0,1.941,10.83,2.93,22.61,39.7,4,Normal,0.062,41.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,12,Ajni Square,21.1182122,79.0721071,2025-04-09,12,0,46,Low,35.1,1,1,5,5.0,0.77,0.77,0,0,1.115,11.945,1.91,24.52,35.1,4,Normal,0.353,29.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,13,Dhantoli,21.1339435,79.0805662,2025-04-09,12,0,34,Low,33.8,0,1,5,5.0,0.57,0.57,0,0,1.957,13.902,3.47,27.99,33.8,4,Normal,-0.261,41.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,14,Jhansi Rani Square,21.14284445,79.0813125,2025-04-09,12,0,38,Low,34.5,2,1,5,5.0,0.63,0.63,0,0,0.993,14.895,1.73,29.72,17.25,4,Normal,0.118,37.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,15,Morris College T-Point,21.1517454,79.0820588,2025-04-09,12,0,40,Moderate,23.5,7,2,5,2.5,0.67,0.33,0,0,0.993,15.888,2.54,32.26,3.36,4,Normal,0.053,35.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,16,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-09,12,0,42,Low,39.0,0,1,5,5.0,0.7,0.7,0,0,1.146,17.034,1.76,34.02,39.0,4,Normal,0.05,33.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,1,Manish Nagar Bus Stop,21.0934921,79.0675143,2025-04-09,15,0,26,Moderate,21.9,4,1,5,5.0,0.43,0.43,0,0,0.0,0.0,0.0,0.0,5.48,4,Normal,-0.381,49.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,2,Ujwal Nagar,21.0985658,79.06784665,2025-04-09,15,0,30,Moderate,28.9,4,1,5,5.0,0.5,0.5,0,0,0.565,0.565,1.17,1.17,7.22,4,Normal,0.154,45.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,3,Jaiprakash Nagar,21.1036395,79.068179,2025-04-09,15,0,26,Moderate,27.0,7,3,5,1.7,0.43,0.14,0,0,0.565,1.13,1.26,2.43,3.86,4,Normal,-0.133,49.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,4,Chhatrapati Square,21.1107071,79.0699822,2025-04-09,15,0,24,Moderate,23.4,3,3,5,1.7,0.4,0.13,0,0,0.808,1.938,2.07,4.5,7.8,4,Normal,-0.077,51.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,5,Narendra Nagar,21.1066763,79.0783769,2025-04-09,15,0,36,Moderate,25.1,4,1,5,5.0,0.6,0.6,0,0,0.979,2.917,2.34,6.84,6.28,4,Normal,0.5,39.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,6,Pratap Nagar Square,21.1137148,79.0567838,2025-04-09,15,0,34,Low,39.5,3,1,5,5.0,0.57,0.57,0,0,2.373,5.29,3.6,10.44,13.17,4,Normal,-0.056,41.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,7,Pratap Nagar,21.1137148,79.0567838,2025-04-09,15,0,32,Moderate,22.4,7,1,5,5.0,0.53,0.53,0,0,0.0,5.29,0.0,10.44,3.2,4,Normal,-0.059,43.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,8,Mate Square,21.1143188,79.0488176,2025-04-09,15,0,28,Low,39.1,3,3,5,1.7,0.47,0.16,0,0,0.829,6.119,1.27,11.71,13.03,4,Normal,-0.125,47.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,9,Trimurti Nagar,21.1149228,79.0408514,2025-04-09,15,0,38,Moderate,25.5,5,1,5,5.0,0.63,0.63,0,0,0.829,6.948,1.95,13.66,5.1,4,Normal,0.357,37.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,10,Besa Road Junction,21.121296,79.05827009999999,2025-04-09,15,0,28,Moderate,22.4,7,1,5,5.0,0.47,0.47,0,0,1.941,8.889,5.2,18.86,3.2,4,Normal,-0.263,47.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,11,Rahate Colony,21.1276692,79.0756888,2025-04-09,15,0,24,Moderate,23.3,3,1,5,5.0,0.4,0.4,0,0,1.941,10.83,5.0,23.86,7.77,4,Normal,-0.143,51.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,12,Ajni Square,21.1182122,79.0721071,2025-04-09,15,0,37,Moderate,29.9,4,1,5,5.0,0.62,0.62,0,0,1.115,11.945,2.24,26.1,7.48,4,Normal,0.542,38.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,13,Dhantoli,21.1339435,79.0805662,2025-04-09,15,0,31,Low,39.4,1,1,5,5.0,0.52,0.52,0,0,1.957,13.902,2.98,29.08,39.4,4,Normal,-0.162,44.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,14,Jhansi Rani Square,21.14284445,79.0813125,2025-04-09,15,0,37,Moderate,29.6,5,2,5,2.5,0.62,0.31,0,0,0.993,14.895,2.01,31.09,5.92,4,Normal,0.194,38.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,15,Morris College T-Point,21.1517454,79.0820588,2025-04-09,15,0,26,Low,32.1,3,1,5,5.0,0.43,0.43,0,0,0.993,15.888,1.86,32.95,10.7,4,Normal,-0.297,49.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,16,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-09,15,0,40,Low,33.9,3,2,5,2.5,0.67,0.33,0,0,1.146,17.034,2.03,34.98,11.3,4,Normal,0.538,35.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,1,Manish Nagar Bus Stop,21.0934921,79.0675143,2025-04-09,18,1,48,High,18.2,9,2,10,5.0,0.8,0.4,0,0,0.0,0.0,0.0,0.0,2.02,4,Normal,0.2,27.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,2,Ujwal Nagar,21.0985658,79.06784665,2025-04-09,18,1,51,Very High,13.1,22,2,10,5.0,0.85,0.42,0,0,0.565,0.565,2.59,2.59,0.6,4,Reroute,0.062,24.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,3,Jaiprakash Nagar,21.1036395,79.068179,2025-04-09,18,1,51,Very High,9.8,16,4,10,2.5,0.85,0.21,0,0,0.565,1.13,3.46,6.05,0.61,4,Reroute,0.0,24.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,4,Chhatrapati Square,21.1107071,79.0699822,2025-04-09,18,1,47,High,14.7,11,2,10,5.0,0.78,0.39,0,0,0.808,1.938,3.3,9.35,1.34,4,Normal,-0.078,28.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,5,Narendra Nagar,21.1066763,79.0783769,2025-04-09,18,1,48,Very High,8.9,20,4,10,2.5,0.8,0.2,0,0,0.979,2.917,6.6,15.95,0.44,4,Reroute,0.021,27.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,6,Pratap Nagar Square,21.1137148,79.0567838,2025-04-09,18,1,50,Very High,11.2,21,3,10,3.3,0.83,0.28,0,0,2.373,5.29,12.71,28.66,0.53,4,Reroute,0.042,25.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,7,Pratap Nagar,21.1137148,79.0567838,2025-04-09,18,1,50,Very High,9.5,28,2,10,5.0,0.83,0.42,0,0,0.0,5.29,0.0,28.66,0.34,4,Reroute,0.0,25.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,8,Mate Square,21.1143188,79.0488176,2025-04-09,18,1,49,High,12.1,16,4,10,2.5,0.82,0.2,0,0,0.829,6.119,4.11,32.77,0.76,4,Increase Frequency,-0.02,26.0,Almost Full,Same Route
R3,Manish Nagar to Sitabuldi,9,Trimurti Nagar,21.1149228,79.0408514,2025-04-09,18,1,54,Very High,13.1,22,2,10,5.0,0.9,0.45,0,0,0.829,6.948,3.8,36.57,0.6,4,Reroute,0.102,21.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,10,Besa Road Junction,21.121296,79.05827009999999,2025-04-09,18,1,46,Very High,14.0,28,4,10,2.5,0.77,0.19,0,0,1.941,8.889,8.32,44.89,0.5,4,Reroute,-0.148,29.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,11,Rahate Colony,21.1276692,79.0756888,2025-04-09,18,1,40,Very High,14.5,29,2,10,5.0,0.67,0.33,0,0,1.941,10.83,8.03,52.92,0.5,4,Reroute,-0.13,35.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,12,Ajni Square,21.1182122,79.0721071,2025-04-09,18,1,74,Very High,14.9,25,4,10,2.5,1.2,0.31,1,0,1.115,11.945,4.49,57.41,0.6,4,Add Bus,0.85,2.0,Bus Full,Use R2
R3,Manish Nagar to Sitabuldi,13,Dhantoli,21.1339435,79.0805662,2025-04-09,18,1,41,High,16.7,17,2,10,5.0,0.68,0.34,0,0,1.957,13.902,7.03,64.44,0.98,4,Increase Frequency,-0.446,34.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,14,Jhansi Rani Square,21.14284445,79.0813125,2025-04-09,18,1,60,Very High,9.8,27,3,10,3.3,1.0,0.33,0,0,0.993,14.895,6.08,70.52,0.36,4,Reroute,0.463,15.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,15,Morris College T-Point,21.1517454,79.0820588,2025-04-09,18,1,42,High,15.0,19,3,10,3.3,0.7,0.23,0,0,0.993,15.888,3.97,74.49,0.79,4,Increase Frequency,-0.3,33.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,16,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-09,18,1,60,Very High,13.5,21,4,10,2.5,1.0,0.25,0,0,1.146,17.034,5.09,79.58,0.64,4,Reroute,0.429,15.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,1,Manish Nagar Bus Stop,21.0934921,79.0675143,2025-04-09,19,1,39,Very High,11.3,21,4,10,2.5,0.65,0.16,0,0,0.0,0.0,0.0,0.0,0.54,4,Reroute,-0.35,36.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,2,Ujwal Nagar,21.0985658,79.06784665,2025-04-09,19,1,38,Very High,9.2,23,4,10,2.5,0.63,0.16,0,0,0.565,0.565,3.68,3.68,0.4,4,Reroute,-0.026,37.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,3,Jaiprakash Nagar,21.1036395,79.068179,2025-04-09,19,1,44,High,19.5,15,4,10,2.5,0.73,0.18,0,0,0.565,1.13,1.74,5.42,1.3,4,Normal,0.158,31.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,4,Chhatrapati Square,21.1107071,79.0699822,2025-04-09,19,1,45,Very High,8.3,27,2,10,5.0,0.75,0.38,0,0,0.808,1.938,5.84,11.26,0.31,4,Reroute,0.023,30.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,5,Narendra Nagar,21.1066763,79.0783769,2025-04-09,19,1,47,High,13.7,17,2,10,5.0,0.78,0.39,0,0,0.979,2.917,4.29,15.55,0.81,4,Increase Frequency,0.044,28.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,6,Pratap Nagar Square,21.1137148,79.0567838,2025-04-09,19,1,43,Very High,8.4,17,2,10,5.0,0.72,0.36,0,0,2.373,5.29,16.95,32.5,0.49,4,Reroute,-0.085,32.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,7,Pratap Nagar,21.1137148,79.0567838,2025-04-09,19,1,50,High,19.9,11,2,10,5.0,0.83,0.42,0,0,0.0,5.29,0.0,32.5,1.81,4,Normal,0.163,25.0,Almost Full,Same Route
R3,Manish Nagar to Sitabuldi,8,Mate Square,21.1143188,79.0488176,2025-04-09,19,1,41,Very High,13.7,15,2,10,5.0,0.68,0.34,0,0,0.829,6.119,3.63,36.13,0.91,4,Reroute,-0.18,34.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,9,Trimurti Nagar,21.1149228,79.0408514,2025-04-09,19,1,47,Very High,15.0,21,3,10,3.3,0.78,0.26,0,0,0.829,6.948,3.32,39.45,0.71,4,Reroute,0.146,28.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,10,Besa Road Junction,21.121296,79.05827009999999,2025-04-09,19,1,50,Very High,11.9,16,2,10,5.0,0.83,0.42,0,0,1.941,8.889,9.79,49.24,0.74,4,Reroute,0.064,25.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,11,Rahate Colony,21.1276692,79.0756888,2025-04-09,19,1,43,Very High,9.9,22,3,10,3.3,0.72,0.24,0,0,1.941,10.83,11.76,61.0,0.45,4,Reroute,-0.14,32.0,Seats Available,Use R2
R3,Manish Nagar to Sitabuldi,12,Ajni Square,21.1182122,79.0721071,2025-04-09,19,1,65,Very High,12.4,22,2,10,5.0,1.08,0.54,1,0,1.115,11.945,5.4,66.4,0.56,4,Add Bus,0.512,10.0,Bus Full,Use R2
R3,Manish Nagar to Sitabuldi,13,Dhantoli,21.1339435,79.0805662,2025-04-09,19,1,46,High,14.8,13,2,10,5.0,0.77,0.38,0,0,1.957,13.902,7.93,74.33,1.14,4,Normal,-0.292,29.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,14,Jhansi Rani Square,21.14284445,79.0813125,2025-04-09,19,1,67,Very High,12.8,18,3,10,3.3,1.12,0.37,1,0,0.993,14.895,4.65,78.98,0.71,4,Add Bus,0.457,8.0,Bus Full,Use R2
R3,Manish Nagar to Sitabuldi,15,Morris College T-Point,21.1517454,79.0820588,2025-04-09,19,1,51,Very High,9.9,24,3,10,3.3,0.85,0.28,0,0,0.993,15.888,6.02,85.0,0.41,4,Reroute,-0.239,24.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,16,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-09,19,1,59,Very High,13.1,15,3,10,3.3,0.98,0.33,0,0,1.146,17.034,5.25,90.25,0.87,4,Reroute,0.157,16.0,Almost Full,Use R2
R3,Manish Nagar to Sitabuldi,1,Manish Nagar Bus Stop,21.0934921,79.0675143,2025-04-09,20,0,31,Low,33.5,1,2,5,2.5,0.52,0.26,0,0,0.0,0.0,0.0,0.0,33.5,4,Normal,-0.475,44.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,2,Ujwal Nagar,21.0985658,79.06784665,2025-04-09,20,0,31,Low,35.7,2,1,5,5.0,0.52,0.52,0,0,0.565,0.565,0.95,0.95,17.85,4,Normal,0.0,44.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,3,Jaiprakash Nagar,21.1036395,79.068179,2025-04-09,20,0,29,Low,35.3,0,2,5,2.5,0.48,0.24,0,0,0.565,1.13,0.96,1.91,35.3,4,Normal,-0.065,46.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,4,Chhatrapati Square,21.1107071,79.0699822,2025-04-09,20,0,35,Low,36.0,3,1,5,5.0,0.58,0.58,0,0,0.808,1.938,1.35,3.26,12.0,4,Normal,0.207,40.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,5,Narendra Nagar,21.1066763,79.0783769,2025-04-09,20,0,28,Moderate,26.6,7,1,5,5.0,0.47,0.47,0,0,0.979,2.917,2.21,5.47,3.8,4,Normal,-0.2,47.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,6,Pratap Nagar Square,21.1137148,79.0567838,2025-04-09,20,0,24,Moderate,27.3,5,1,5,5.0,0.4,0.4,0,0,2.373,5.29,5.22,10.69,5.46,4,Normal,-0.143,51.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,7,Pratap Nagar,21.1137148,79.0567838,2025-04-09,20,0,25,Low,33.1,1,1,5,5.0,0.42,0.42,0,0,0.0,5.29,0.0,10.69,33.1,4,Normal,0.042,50.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,8,Mate Square,21.1143188,79.0488176,2025-04-09,20,0,24,Moderate,29.4,6,1,5,5.0,0.4,0.4,0,0,0.829,6.119,1.69,12.38,4.9,4,Normal,-0.04,51.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,9,Trimurti Nagar,21.1149228,79.0408514,2025-04-09,20,0,32,High,13.1,12,3,5,1.7,0.53,0.18,0,0,0.829,6.948,3.8,16.18,1.09,4,Normal,0.333,43.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,10,Besa Road Junction,21.121296,79.05827009999999,2025-04-09,20,0,38,High,13.7,15,3,5,1.7,0.63,0.21,0,0,1.941,8.889,8.5,24.68,0.91,4,Normal,0.188,37.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,11,Rahate Colony,21.1276692,79.0756888,2025-04-09,20,0,32,Low,39.9,1,1,5,5.0,0.53,0.53,0,0,1.941,10.83,2.92,27.6,39.9,4,Normal,-0.158,43.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,12,Ajni Square,21.1182122,79.0721071,2025-04-09,20,0,36,Low,34.4,3,1,5,5.0,0.6,0.6,0,0,1.115,11.945,1.94,29.54,11.47,4,Normal,0.125,39.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,13,Dhantoli,21.1339435,79.0805662,2025-04-09,20,0,28,Low,36.3,2,1,5,5.0,0.47,0.47,0,0,1.957,13.902,3.23,32.77,18.15,4,Normal,-0.222,47.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,14,Jhansi Rani Square,21.14284445,79.0813125,2025-04-09,20,0,34,Moderate,29.4,5,1,5,5.0,0.57,0.57,0,0,0.993,14.895,2.03,34.8,5.88,4,Normal,0.214,41.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,15,Morris College T-Point,21.1517454,79.0820588,2025-04-09,20,0,34,Moderate,20.9,5,3,5,1.7,0.57,0.19,0,0,0.993,15.888,2.85,37.65,4.18,4,Normal,0.0,41.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,16,Sitabuldi Bus Terminal,21.1414478,79.0824843,2025-04-09,20,0,44,Low,30.6,2,1,5,5.0,0.73,0.73,0,0,1.146,17.034,2.25,39.9,15.3,4,Normal,0.294,31.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,1,Manish Nagar Bus Stop,21.0934921,79.0675143,2025-04-10,7,0,32,Low,33.6,1,2,5,2.5,0.53,0.27,0,0,0.0,0.0,0.0,0.0,33.6,4,Normal,-0.273,43.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,2,Ujwal Nagar,21.0985658,79.06784665,2025-04-10,7,0,30,Low,33.1,1,1,5,5.0,0.5,0.5,0,0,0.565,0.565,1.02,1.02,33.1,4,Normal,-0.062,45.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,3,Jaiprakash Nagar,21.1036395,79.068179,2025-04-10,7,0,31,Low,38.3,1,3,5,1.7,0.52,0.17,0,0,0.565,1.13,0.89,1.91,38.3,4,Normal,0.033,44.0,Seats Available,Same Route
R3,Manish Nagar to Sitabuldi,4,Chhatrapati Square,21.1107071,79.0699822,2025-04-10,7,0,31,Low,38.5,3,1,5,5.0,0.52,0.52,0,0,0.808,1.938,1.26,3.17,12.83,4,Normal,0.0,44.0,Seats Available,Same Route
